maiorAtraso,margemBrutaAcumulada,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,percentualRisco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,custos,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito
0,0.6328806955,0,0.0,45000.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17487839.0,0.0,0.0,30000.0,False,False,1.0,1493229.0
6,0.5139604305,0,0.0,40000.0,0.0892857142857142,13519750.0,1152163.0,13528750.0,12376587.0,37252.0,0.0,578566.0,5835816.0,3555820.0,2279996.0,120000.0,False,False,0.8922904451,4860.0
9,0.3101476421,76,7640.4,50000.0,0.1428571428571428,6001115.0,760549.0,6426702.0,5666152.0,31684.0,1050479.0,3109316.0,9462557.0,4673297.0,4789260.0,300000.0,False,False,1.0,150000.0
18,0.5903563505,0,0.0,112000.0,0.3928571428571428,855198.0,244259.0,871994.0,627734.0,171136.0,50147.0,3255.0,551718.0,183284.0,368434.0,800000.0,False,False,1.0,6160.0
27,0.4623759002,37,10726.87,30000.0,0.3571428571428571,88662.0,83742.0,89362.0,5619.0,0.0,0.0,93019.0,832843.0,-324835.0,1157678.0,70000.0,False,False,1.0,14520.0
3,0.6456017369,0,0.0,40000.0,0.2321428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3098380.0,0.0,0.0,500000.0,False,False,1.0,69000.0
2,0.0,0,0.0,35000.0,0.2499999999999999,3912638.0,4030366.0,3978499.0,55851.0,0.0,197596.0,1009479.0,10314008.0,4063095.0,6250913.0,49000.0,False,False,0.0,15200.0
8,0.5620862621,0,0.0,100000.0,0.0892857142857142,757981.0,595733.0,802731.0,206997.0,493235.0,136304.0,385959.0,1519669.0,1102157.0,417512.0,100000.0,False,False,1.0,96098.0
0,0.0,0,0.0,100000.0,0.2857142857142857,3912638.0,4030366.0,3978499.0,-55851.0,0.0,197596.0,1009479.0,103314008.0,97063095.0,6250913.0,200000.0,False,False,0.0,534000.0
0,0.0,0,0.0,50000.0,0.1428571428571428,7523916.0,1553184.0,8056437.0,5967648.0,60134.0,2406590.0,1873135.0,24452459.0,13597486.0,10854973.0,100000.0,False,False,0.0,161000.0
2,0.276385,0,0.0,150000.0,0.2678571428571428,2843921.0,1818562.0,4415698.0,1535454.0,630255.0,1253044.0,1459284.0,3668978.0,3021046.0,647932.0,1000000.0,True,True,1.0,0.0
17,0.5170335648,32,17280.0,25000.0,0.3928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389623.0,0.0,0.0,75000.0,False,True,1.0,720.0
0,0.6153466667,0,0.0,200000.0,0.1964285714285714,725973.0,107138.0,918981.0,811842.0,0.0,357508.0,313149.0,2168700.0,875675.0,1293025.0,300000.0,True,True,1.0,0.0
0,0.6908583333,0,0.0,100000.0,0.1071428571428571,591371.0,65536.0,640207.0,574670.0,0.0,275068.0,285851.0,534781.0,367920.0,166861.0,2000.0,False,False,1.0,8910.0
0,0.0,0,0.0,80000.0,0.1964285714285714,12535745.0,12545802.0,13449460.0,740125.0,0.0,5641851.0,6136741.0,42940058.0,10918285.0,32021773.0,100000.0,False,True,0.0,0.0
0,0.0,0,0.0,100000.0,0.2142857142857142,7068864.0,8446115.0,8679900.0,214620.0,0.0,1814146.0,4781347.0,23869538.0,9966728.0,13902810.0,88000.0,False,True,0.0,98900.0
25,0.2049510348,32,24120.0,285000.0,0.1071428571428571,15269897.0,11914996.0,24157092.0,6606533.0,0.0,2353758.0,12609089.0,36985675.0,23543317.0,13442358.0,500000.0,False,False,0.855464029,1009726.0
20,0.6271428278,0,0.0,50000.0,0.2321428571428571,301429.0,27772.0,504189.0,476416.0,0.0,94281.0,0.0,1099843.0,651783.0,448060.0,15000.0,False,False,1.0,8800.0
24,0.2646673902,0,0.0,304000.0,0.2321428571428571,2312636.0,680014.0,2335181.0,991092.0,95000.0,1206040.0,489034.0,1725495.0,0.0,0.0,600000.0,False,False,0.9346440968,720.0
0,0.6075844933,0,0.0,50000.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2793597.0,0.0,0.0,20000.0,True,False,1.0,0.0
107,0.4692825797,0,0.0,15000.0,0.6071428571428571,888904.0,2804150.0,930812.0,-1943337.0,2391121.0,56762.0,820416.0,230953.0,67076.0,163877.0,0.0,False,True,1.0,9710.0
2,0.2836107582,0,0.0,30000.0,0.1071428571428571,300819.0,87144.0,364585.0,277441.0,0.0,246014.0,0.0,1129880.0,301416.0,828464.0,40000.0,False,False,1.0,8800.0
0,0.0,0,0.0,100.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
0,0.6730890683,0,0.0,10000.0,0.1428571428571428,113507.0,0.0,116207.0,116207.0,0.0,10810.0,0.0,11434.0,0.0,0.0,100000.0,False,False,1.0,5760.0
79,0.3793522128,0,1000.0,20000.0,0.3392857142857142,1872714.0,938383.0,1883777.0,945393.0,0.0,1078379.0,531019.0,1563538.0,569932.0,993606.0,200000.0,False,True,0.8333885823,720.0
11,0.6214221658,214,9320.0,30000.0,0.2142857142857142,71408744.0,65801874.0,137694367.0,10244044.0,71959483.0,37178701.0,26407675.0,116730659.0,51687525.0,65043134.0,1100000.0,False,False,1.0,3402000.0
0,0.0,0,0.0,100000.0,0.25,130665846.0,86406690.0,135399753.0,46255410.0,17666531.0,55177640.0,57660931.0,225787476.0,53663587.0,172123889.0,19688456.0,True,False,0.0,16905593.0
0,0.0,0,0.0,10000.0,0.1428571428571428,797071130.0,476069297.0,1346295.0,539356891.0,42547473.0,2133816.0,426986478.0,2218916229.0,837710879.0,1381205350.0,9000.0,True,False,0.0,0.0
0,0.2527583333,0,0.0,50000.0,0.2321428571428571,211904.0,11170.0,211904.0,200733.0,0.0,206627.0,3633.0,311244.0,217871.0,93373.0,50000.0,False,False,1.0,6660.0
0,0.4774746873,0,0.0,30000.0,0.3214285714285714,730754.0,58810.0,730754.0,671943.0,0.0,0.0,308318.0,892888.0,230710.0,662178.0,100000.0,False,True,1.0,78747.0
0,0.49836119,0,0.0,50000.0,0.2142857142857142,397778.0,87737.0,398278.0,310540.0,0.0,203747.0,17264.0,364808.0,277746.0,87062.0,50000.0,False,False,1.0,19800.0
13,0.432636709,0,0.0,20000.0,0.375,13112359.0,6540721.0,20076775.0,1530413.0,20135.0,42333709.0,770119.0,16822434.0,8118692.0,8703742.0,105000.0,True,True,0.6760815887,0.0
0,0.0,0,0.0,10000.0,0.0178571428571428,6645192.0,346078.0,7050379.0,6704301.0,0.0,1627846.0,3052918.0,4413091.0,2023366.0,2389725.0,500000.0,False,False,1.0,599353.0
0,0.2440690691,0,0.0,40000.0,0.2857142857142857,535358.0,120894.0,540934.0,369069.0,82500.0,56438.0,322913.0,1449723.0,650936.0,798787.0,100000.0,False,False,1.0,2640.0
53,0.5083541096,28,1500.0,5000.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407550.0,407550.0,0.0,150000.0,False,False,0.8618018379,19800.0
0,0.5694390722,0,0.0,200000.0,0.3035714285714285,447804.0,992593.0,449974.0,41062.0,507432.0,389299.0,0.0,560233.0,-338047.0,898280.0,640326.0,False,False,1.0,1320.0
4,0.5186038544,0,0.0,49900.0,0.0357142857142857,76858758.0,24944209.0,112639689.0,63863228.0,0.0,18555723.0,19706735.0,210436113.0,60893320.0,149542793.0,2.0,False,False,1.0,33346400.0
0,0.0,0,0.0,15000.0,0.3035714285714285,2053382.0,918489.0,2085408.0,490542.0,657104.0,352343.0,1673303.0,3035326.0,2213268.0,822058.0,88000.0,True,True,0.0,0.0
0,0.0,0,0.0,150000.0,0.1607142857142857,317554.0,44805.0,402014.0,283160.0,0.0,0.0,96422.0,3494869.0,426834.0,3068035.0,300000.0,False,True,0.0,4400.0
0,0.4672693786,38,5535.4,65000.0,0.25,622401.0,216405.0,639346.0,6000.0,53370.0,170135.0,230474.0,951889.0,0.0,0.0,6000.0,False,False,1.0,7360.0
4,0.5000152505,0,0.0,82000.0,0.1964285714285714,10981829.0,2756881.0,11897055.0,7633674.0,2407844.0,1247390.0,2942404.0,5910725.0,2443778.0,3466947.0,90000.0,False,True,1.0,979000.0
0,0.4828385418,0,0.0,30000.0,0.2142857142857142,204837.0,196117.0,274271.0,47123.0,0.0,15261.0,0.0,710311.0,256199.0,454112.0,20000.0,False,True,1.0,8795.0
20,0.0,0,0.0,282000.0,0.4821428571428571,2061784000.0,1634862000.0,3634506000.0,990059000.0,326558000.0,400799000.0,1293428000.0,6426115000.0,2032579000.0,4393536000.0,511903186.0,True,False,0.0,286758144.0
17,0.0,0,0.0,820000.0,0.375,1201858000.0,912104000.0,2076423000.0,800377000.0,100320000.0,196971000.0,766466000.0,3369173000.0,1038687000.0,2330486000.0,330742994.0,True,False,0.0,115027728.0
16,0.0,0,0.0,300000.0,0.3392857142857142,1201858000.0,912104000.0,2076423000.0,800377000.0,100320000.0,1969710000.0,766466000.0,3369173000.0,1038687000.0,2330486000.0,330742994.0,True,False,0.0,115027728.0
0,0.3442487768,0,0.0,100000.0,0.25,92770.0,23925.0,92770.0,68845.0,6031.0,44232.0,16541.0,236324.0,17389.0,218935.0,30000.0,False,False,1.0,12800.0
0,0.5817051952,0,0.0,30000.0,0.1428571428571428,5524742.0,1353575.0,8076394.0,6161719.0,0.0,3242042.0,697139.0,13136151.0,11051831.0,2084320.0,1000000.0,False,True,1.0,534000.0
64,0.3967381275,79,90626.5,200000.0,0.1428571428571428,10428778.0,7769243.0,12774152.0,3127679.0,4613769.0,3010429.0,2548022.0,21492072.0,8508761.0,12983311.0,40000.0,False,False,1.0,758984.0
68,0.0,0,0.0,50000.0,0.375,108837000.0,69315000.0,172351000.0,71344000.0,55900000.0,42297000.0,40597000.0,289845000.0,123201000.0,166644000.0,211727313.0,True,False,0.0,3050463.0
30,0.326457378,0,0.0,50000.0,0.1964285714285714,5728801.0,1065248.0,5971207.0,4905958.0,0.0,2092357.0,3053325.0,14170672.0,5740338.0,8430334.0,100000.0,False,True,0.9587071402,658600.0
17,0.0,0,0.0,60000.0,0.25,5865936.0,6592697.0,7574889.0,642425.0,1912832.0,3029890.0,1480445.0,4371129.0,1554339.0,2816790.0,600000.0,False,True,0.0,90191.0
4,0.4799282332,0,3600.0,65000.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092707.0,0.0,0.0,30000.0,False,False,1.0,10800.0
3,0.3633890603,0,0.0,30000.0,0.2678571428571428,896040.0,1446092.0,962201.0,-483891.0,1002456.0,0.0,835185.0,2576271.0,143278.0,2432993.0,100000.0,False,False,1.0,7560.0
159,0.2291906595,0,0.0,20000.0,0.6607142857142857,896027.0,1268658.0,1015887.0,-469694.0,126150.0,18531.0,419800.0,1329785.0,454867.0,874918.0,100000.0,False,True,0.501050022,52800.0
0,0.6834396835,0,0.0,40000.0,0.1964285714285714,1004060.0,1116249.0,1146902.0,204971.0,112089.0,141942.0,247867.0,12811010.0,6503462.0,6307548.0,100000.0,False,True,1.0,6480.0
14,0.2386868828,0,0.0,150000.0,0.1607142857142857,450843688.0,312520189.0,828051553.0,342797645.0,12080014.0,222836007.0,81307007.0,849513424.0,188477540.0,661035884.0,562016650.0,False,False,0.9826994667,58384312.0
0,0.5726337391,0,0.0,10000.0,0.2142857142857142,1084543.0,876930.0,1206335.0,329405.0,0.0,121632.0,819665.0,665650.0,0.0,0.0,300000.0,False,False,1.0,12420.0
8,0.3557909192,28,15672.08,190000.0,0.1428571428571428,10308328.0,3809033.0,10392785.0,91781.0,884116.0,3566656.0,5493839.0,12077345.0,8249192.0,3828153.0,160000.0,False,False,0.9963662009,8800.0
18,0.4387038232,0,0.0,20000.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907513.0,0.0,0.0,100000.0,False,False,0.7372053906,39600.0
0,0.0216777718,8,10000.0,30000.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5334948.0,0.0,0.0,100000.0,False,False,1.0,30800.0
102,0.3880913642,0,0.0,8000.0,0.4821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560008.0,0.0,0.0,10000.0,True,True,0.6372040242,8100.0
0,0.0,0,0.0,20000.0,0.3035714285714285,8689513000.0,2781333000.0,18083486000.0,4891383.0,740631476.0,2239455000.0,375809000.0,3508552000.0,550317000.0,2958235000.0,1000.0,True,False,0.0,0.0
0,0.4885997339,0,0.0,30000.0,0.1964285714285714,1065790.0,369890.0,1080077.0,512394.0,161781.0,28612.0,986262.0,3481566.0,2027535.0,1454031.0,80000.0,False,True,1.0,10800.0
301,0.0,0,0.0,30000.0,0.1071428571428571,3748091.0,3079115.0,4743951.0,1664835.0,236204.0,3035792.0,390.0,4607031.0,2057207.0,2549824.0,1000000.0,False,False,0.0,89864.0
27,0.4841274647,34,3361.05,50000.0,0.25,11085982.0,1432873.0,12311578.0,10844976.0,16366.0,5395499.0,443099.0,20918829.0,0.0,0.0,110000.0,False,True,1.0,1830154.0
105,0.2730283729,11,2040.0,30000.0,0.3571428571428571,5608271.0,2396177.0,7172311.0,1315495.0,0.0,96087.0,5313070.0,4527198.0,4525782.0,1416.0,500000.0,False,True,0.9801490393,5200.0
15,0.3258347962,61,87987.8,140000.0,0.1964285714285714,1731463.0,503166.0,1831204.0,1328037.0,0.0,649594.0,382485.0,1276949.0,383707.0,893242.0,900000.0,False,False,1.0,102600.0
3,0.4371544344,34,45000.0,500000.0,0.2321428571428571,12535745.0,12545802.0,13449460.0,740125.0,6368688.0,5641851.0,61367414.0,42940058.0,17956054.0,24984004.0,200000.0,False,False,1.0,2618442.0
18,0.5940987451,0,0.0,10000.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705892.0,0.0,0.0,110000.0,False,True,1.0,3960.0
0,0.4706897175,0,0.0,60000.0,0.2499999999999999,858695.0,353832.0,866828.0,512995.0,0.0,322162.0,41439.0,2058944.0,1299368.0,759576.0,100000.0,False,True,1.0,24000.0
15,0.0,0,0.0,500000.0,0.1607142857142857,221650688.0,148877617.0,766925041.0,341336350.0,24946199.0,69408579.0,76885171.0,559938205.0,178856383.0,381081822.0,1000000.0,False,False,0.0,0.0
3,0.4697247613,26,16155.36,80000.0,0.2499999999999999,2176924.0,824933.0,2923324.0,1851903.0,0.0,512506.0,1205365.0,16344297.0,0.0,0.0,100000.0,False,True,1.0,34000.0
0,0.3865250965,0,0.0,55000.0,0.0357142857142857,692247.0,31880.0,963132.0,931252.0,0.0,0.0,0.0,2220002.0,0.0,0.0,100000.0,False,False,1.0,6400.0
36,0.4250424607,0,0.0,50000.0,0.2857142857142857,10851586.0,5402825.0,10853307.0,1996664.0,21706.0,6989867.0,3874713.0,10187376.0,4937567.0,5249809.0,100000.0,False,False,1.0,0.0
15,0.4386212234,0,0.0,90000.0,0.1428571428571428,7046343.0,2441295.0,8483189.0,5962651.0,552408.0,2340561.0,2793485.0,9652752.0,5262490.0,4390262.0,1000000.0,False,False,1.0,834510.0
0,0.5352177562,158,44886.69,62000.0,0.1964285714285714,2365608.0,776118.0,3505347.0,2358575.0,180862.0,814358.0,756729.0,10797598.0,0.0,0.0,500000.0,False,True,1.0,60800.0
19,0.0,0,0.0,20000.0,0.3928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880123.0,0.0,0.0,200000.0,False,True,0.0,38700.0
0,0.6520525321,236,149248.96,150000.0,0.1428571428571428,1213438.0,356588.0,1589780.0,1233191.0,0.0,603614.0,594058.0,5785045.0,2150933.0,3634112.0,150000.0,False,True,1.0,1320.0
17,0.5265257649,0,0.0,70000.0,0.2678571428571428,1736332.0,449408.0,1980396.0,1530987.0,234362.0,175816.0,321895.0,3354959.0,1706712.0,1648247.0,350000.0,False,True,1.0,222004.0
0,0.0,0,0.0,30000.0,0.2678571428571428,6618231.0,0.0,8548657.0,1532069.0,0.0,312983.0,224758.0,579380.0,0.0,0.0,120000.0,True,False,0.0,5180.0
5,0.3213507788,47,31906.0,100000.0,0.0892857142857142,6609766.0,5904546.0,8572626.0,2559229.0,4238821.0,2092121.0,3099826.0,2449765600.0,0.0,0.0,250000.0,False,False,1.0,856697.0
9,0.0,0,0.0,80000.0,0.0892857142857142,1161965.0,105398.0,1230902.0,1125504.0,0.0,0.0,183053.0,2387739.0,1364721.0,1023018.0,70000.0,False,False,0.0,81400.0
7,0.0,0,0.0,500000.0,0.0892857142857142,55194822.0,9690314.0,63296602.0,49894944.0,3709127.0,27096361.0,18391632.0,74810220.0,31900062.0,42910158.0,2500000.0,False,False,0.0,6708984.0
28,0.0,0,0.0,50000.0,0.3214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518938.0,0.0,0.0,93700.0,False,False,0.0,5760.0
324,0.2542421878,0,0.0,25000.0,0.5178571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802277.0,0.0,0.0,400000.0,False,False,1.0,2640.0
32,0.2672433133,227,7892.96,45000.0,0.1607142857142857,4757632.0,3102462.0,5981038.0,1293651.0,3021333.0,1088287.0,2487100.0,11983168.0,7783997.0,4199171.0,500000.0,False,False,0.5187021792,328994.0
2,0.5766470903,50,12336.67,30000.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2092278.0,0.0,0.0,10000.0,False,False,1.0,12210.0
0,0.3537649113,0,0.0,10000.0,0.1428571428571428,1325171.0,117188.0,1325171.0,1207982.0,0.0,94656.0,948053.0,1553580.0,686205.0,867375.0,100000.0,False,True,1.0,122100.0
3,0.0,0,0.0,50000.0,0.2321428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3570326.0,0.0,0.0,1000.0,False,False,0.0,2520.0
14,0.5072649903,0,0.0,100000.0,0.1428571428571428,5590064.0,5425027.0,9237613.0,769181.0,4577154.0,1678727.0,353585.0,4453898.0,2314492.0,2139406.0,540000.0,False,False,0.0,71200.0
0,0.4682240708,0,0.0,60000.0,0.1964285714285714,3355567.0,1878612.0,4304179.0,2409812.0,203535.0,860000.0,1154794.0,3461194.0,773612.0,2687582.0,1000000.0,False,True,1.0,62215.0
7,0.0,0,0.0,35000.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2669836.0,0.0,0.0,100000.0,False,False,0.0,209476.0
8,0.4147653373,53,8760.29,60000.0,0.1428571428571428,3043363.0,320293.0,3046254.0,2725460.0,0.0,301021.0,1452665.0,0.0,0.0,0.0,100000.0,False,False,0.9907086147,68400.0
4,0.0,0,0.0,1100000.0,0.1964285714285714,37423314.0,703922.0,38658260.0,37954338.0,0.0,11937005.0,11444615.0,72842747.0,22867142.0,49975605.0,1500000.0,False,False,0.0,2609022.0
0,0.0,0,0.0,250000.0,0.0892857142857142,19684642.0,12359220.0,26573977.0,9566962.0,4546323.0,8177787.0,8893077.0,37979303.0,11961158.0,26018145.0,1000000.0,False,False,0.0,4287530.0
16,0.2548028184,0,0.0,300000.0,0.1071428571428571,27437755.0,3644123.0,34052578.0,29623509.0,0.0,12035395.0,6138595.0,44652485.0,0.0,0.0,2650000.0,False,False,0.9838054867,145500.0
0,0.6525872093,123,6480.0,15000.0,0.0892857142857142,24427581.0,7170841.0,27111353.0,10438963.0,1686366.0,4571045.0,11623162.0,4521145.0,4488675.0,32470.0,400000.0,False,False,1.0,844603.0
24,0.3054181818,25,1100.0,80000.0,0.3571428571428571,782747.0,347179.0,842426.0,495247.0,44664.0,406880.0,69442.0,1416289.0,386467.0,1029822.0,150000.0,False,False,0.8202834602,56104.0
176,0.5401397154,0,0.0,20000.0,0.4999999999999999,30621.0,6906.0,30621.0,23715.0,0.0,0.0,0.0,399406.0,0.0,0.0,20000.0,False,True,0.5705057995,0.0
4,0.4752585847,0,0.0,500000.0,0.1964285714285714,5933375.0,4913855.0,6421173.0,784664.0,1074871.0,2267065.0,1141287.0,12621618.0,5079081.0,7542537.0,100000.0,False,True,1.0,1253754.0
29,0.3968651121,11,1218.01,7000.0,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487164.0,1487164.0,0.0,200000.0,False,True,1.0,9900.0
65,0.5992309322,0,0.0,15000.0,0.4642857142857142,66577.0,270435.0,66577.0,-203858.0,269000.0,0.0,66430.0,0.0,0.0,0.0,100000.0,False,False,0.9917524232,3330.0
0,0.6435493421,0,0.0,200000.0,0.0,15364169.0,3487354.0,19295009.0,15796149.0,0.0,379910.0,14283618.0,11882879.0,1926885.0,9955994.0,800000.0,False,False,1.0,1280318.0
3,0.4286615174,0,0.0,110000.0,0.1428571428571428,4629174.0,3749913.0,6973344.0,3223422.0,0.0,0.0,4553975.0,15175917.0,5009305.0,10166612.0,20000.0,False,True,1.0,254575.0
4,0.404276689,0,0.0,50000.0,0.2321428571428571,14622904.0,6798646.0,14627408.0,4000000.0,0.0,10616039.0,30716.0,5995478.0,3400987.0,2594491.0,4000000.0,True,True,1.0,0.0
0,0.5308268734,28,4644.0,50000.0,0.2499999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,100000.0,False,False,1.0,13775.0
51,0.5226922849,0,0.0,30000.0,0.3928571428571428,2298964.0,1728261.0,2384534.0,-357531.0,780500.0,1722522.0,1739823.0,15197301.0,5060704.0,10136597.0,400000.0,False,True,0.4577785688,310500.0
28,0.2717176866,0,0.0,500000.0,0.1071428571428571,12593689.0,7644437.0,12741042.0,5096605.0,0.0,5485583.0,4308873.0,30929212.0,8679724.0,22249488.0,6196818.0,False,False,0.9842758573,33000.0
0,0.6065299819,0,0.0,15000.0,0.2499999999999999,278785.0,47073.0,300303.0,253229.0,0.0,59911.0,202546.0,0.0,0.0,0.0,90000.0,False,True,1.0,7920.0
21,0.2775779043,0,0.0,65000.0,0.4107142857142857,1152690.0,312675.0,1261167.0,733985.0,335000.0,1134979.0,259322.0,138392.0,32604.0,105788.0,100000.0,False,True,0.8989222416,0.0
15,0.0,0,0.0,15000.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3975965.0,0.0,0.0,10000.0,False,True,0.0,8800.0
4,0.3650411762,56,13640.01,50000.0,0.0535714285714285,1472068.0,276465.0,1486000.0,1209534.0,0.0,334330.0,799733.0,4609943.0,2076261.0,2533682.0,90000.0,False,False,1.0,125400.0
6,0.4584050505,60,7700.0,30000.0,0.2321428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728779.0,0.0,0.0,50000.0,False,False,1.0,1760.0
20,0.2727318402,0,0.0,20000.0,0.375,2719337.0,1718492.0,3172256.0,1147748.0,1100332.0,1101292.0,502887.0,3799042.0,1482413.0,2316629.0,300000.0,False,True,1.0,86000.0
0,0.0,0,0.0,60000.0,0.1607142857142857,1370497.0,382015.0,1575747.0,1193731.0,0.0,618866.0,326399.0,3619535.0,1818426.0,1801109.0,250000.0,False,True,0.0,51077.0
20,0.0,0,0.0,150000.0,0.3035714285714285,4323871.0,895301.0,6007163.0,4686219.0,0.0,2196896.0,1408671.0,21440700.0,13936455.0,7504245.0,100000.0,False,True,0.0,926910.0
0,0.3443531029,0,0.0,15000.0,0.2142857142857142,1006307.0,53496.0,1006307.0,952811.0,0.0,0.0,0.0,402858.0,0.0,0.0,100000.0,False,False,1.0,7040.0
0,0.0,0,0.0,20000.0,0.1785714285714285,688845.0,771165.0,1303449.0,532284.0,29933.0,408090.0,257455.0,2895895.0,1313545.0,1582350.0,200000.0,False,False,0.0,720.0
19,0.4798450253,41,8880.0,10000.0,0.4107142857142857,380473.0,179026.0,511372.0,332345.0,0.0,0.0,0.0,678376.0,406269.0,272107.0,95700.0,False,False,1.0,8640.0
0,0.5338018727,0,0.0,70000.0,0.1964285714285714,74618224.0,5541475.0,8143435.0,1496350.0,2471371.0,2413821.0,2511713.0,17461824.0,4566719.0,12895105.0,100000.0,False,True,1.0,480600.0
0,0.0,0,0.0,200000.0,0.1607142857142857,20050016.0,15316808.0,20923797.0,5575971.0,0.0,12305899.0,7106131.0,17800826.0,2174104.0,15626722.0,399900.0,False,False,0.0,2582612.0
0,0.602029017,0,0.0,30000.0,0.2857142857142857,195176.0,363970.0,204556.0,77274.0,0.0,110771.0,15489.0,407559.0,75064.0,332495.0,95400.0,False,False,1.0,7920.0
17,0.5273596641,0,0.0,20000.0,0.2857142857142857,2277310.0,498815.0,4755703.0,4256888.0,151000.0,864271.0,1112617.0,2132124.0,1146802.0,985322.0,30000.0,False,False,1.0,3240.0
0,0.6148289738,302,2982.0,20000.0,0.2142857142857142,144560.0,16323.0,172314.0,155990.0,0.0,30029.0,76771.0,466292.0,0.0,0.0,100000.0,False,True,1.0,2700.0
104,0.3967504431,0,0.0,200000.0,0.4821428571428571,281523000.0,284413000.0,731572000.0,148596000.0,174415000.0,85499000.0,106067000.0,1163121000.0,0.0,0.0,91438041.0,True,False,1.0,40273240.0
20,0.508141981,13,3670.63,73000.0,0.1428571428571428,25752989.0,9687717.0,30601262.0,15447029.0,1524842.0,4146676.0,7813796.0,25439833.0,13084438.0,12355395.0,500000.0,False,False,1.0,981695.0
6,0.6905302288,4,982.22,80000.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24197360.0,0.0,0.0,82000.0,False,False,1.0,284800.0
19,0.3046376993,0,0.0,50000.0,0.0892857142857142,6735096.0,1833085.0,7776750.0,5943665.0,0.0,2767310.0,3289140.0,21148184.0,9905401.0,11242783.0,1000000.0,False,False,1.0,897250.0
37,0.0,0,0.0,20000.0,0.4999999999999999,91371.0,10034.0,91371.0,81336.0,0.0,84005.0,3160.0,1044990.0,370089.0,674901.0,20000.0,False,True,0.0,1920.0
3,0.6366723603,0,0.0,100000.0,0.1428571428571428,20050016.0,15316808.0,20923797.0,5575971.0,0.0,12305899.0,7106131.0,17800826.0,2174104.0,15626722.0,399900.0,False,False,1.0,3486527.0
0,0.4563209877,0,0.0,15000.0,0.3571428571428571,773679.0,343781.0,903599.0,414568.0,66091.0,672546.0,313537.0,781827.0,0.0,0.0,105000.0,True,True,1.0,0.0
0,0.3193491645,0,0.0,40000.0,0.1428571428571428,5816971.0,1409789.0,5851443.0,4357823.0,609738.0,3556889.0,1286005.0,1641040.0,1193249.0,447791.0,80000.0,False,False,1.0,108800.0
2,0.6334070287,0,0.0,49999.0,0.0892857142857142,14139611.0,325027.0,14145011.0,4032544.0,9787439.0,3109271.0,3361745.0,1977737.0,1977737.0,0.0,2600000.0,False,False,1.0,192400.0
33,0.2816932593,6,14680.0,120000.0,0.1964285714285714,3263592.0,688992.0,3273708.0,2584715.0,0.0,1388896.0,1413474.0,8822886.0,2827645.0,5995241.0,100000.0,False,False,0.9932245298,136000.0
12,0.0,0,0.0,50000.0,0.0892857142857142,1632503.0,207744.0,1714193.0,1506449.0,0.0,339631.0,447880.0,2518275.0,756971.0,1761304.0,100000.0,False,False,0.0,8640.0
5,0.0,0,0.0,50000.0,0.0892857142857142,9386589.0,2261512.0,10799107.0,7052441.0,1607297.0,1596879.0,941275.0,11831372.0,4290932.0,7540440.0,2000000.0,False,False,0.0,539064.0
52,0.0,0,0.0,350000.0,0.2857142857142857,47087542.0,36937754.0,53984264.0,8212726.0,10279391.0,21043911.0,21703404.0,211173785.0,84962728.0,126211057.0,3600000.0,False,False,0.0,15216702.0
3,0.3004634868,53,2590.0,25000.0,0.1428571428571428,1966386.0,110444.0,2090957.0,1980512.0,0.0,1890484.0,0.0,1950515.0,1088352.0,862163.0,120000.0,False,True,1.0,181500.0
0,0.6281253138,0,0.0,49000.0,0.1428571428571428,1765644.0,262219.0,1890709.0,1628490.0,0.0,742253.0,610918.0,6755841.0,3908095.0,2847746.0,101000.0,False,False,1.0,8640.0
